SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,avg high,avg low,avg volume,
1,Binance Coin,BNB,2017-07-26 23:59:59,0.109012998640537,0.0992655009031296,0.10589300096035,0.105137996375561,200395,10513800,0.109182599186897,0.101179300248623,290388.2,0.100570911467075
2,Binance Coin,BNB,2017-07-27 23:59:59,0.108479000627995,0.10088799893856,0.105108000338078,0.107736997306347,344499,10773700,0.109049800038338,0.101646199822426,298371,0.100210623145103
3,Binance Coin,BNB,2017-07-28 23:59:59,0.109018996357918,0.10147300362587,0.107632003724575,0.104066997766495,342568,10406700,0.108607199788094,0.100690479576588,289553.8,0.0999757549166679
4,Binance Coin,BNB,2017-07-29 23:59:59,0.111263997852802,0.101107999682426,0.104782000184059,0.107810996472836,340218,10781100,0.10704559981823,0.09986811876297,272398.8,0.101182854771614
5,Binance Coin,BNB,2017-07-30 23:59:59,0.108138002455235,0.103161998093128,0.10793499648571,0.106413997709751,224261,10641400,0.106188400089741,0.0994704589247704,262956.8,0.103991979062557
6,Binance Coin,BNB,2017-07-31 23:59:59,0.108349002897739,0.101599998772144,0.1068279966712,0.104249998927116,240309,10425000,0.106111998856068,0.0993778586387634,275628.8,0.108826487064362
7,Binance Coin,BNB,2017-08-01 23:59:59,0.106265999376774,0.0961093977093697,0.104594998061657,0.0998668000102043,300413,9986680,0.113372799754143,0.100471858680248,336142.6,0.11845787525177
8,Binance Coin,BNB,2017-08-02 23:59:59,0.101210996508598,0.0973611995577812,0.0997212007641792,0.100451998412609,256793,10045200,0.118717201054096,0.106725978851318,354796.2,0.13338974326849
9,Binance Coin,BNB,2017-08-03 23:59:59,0.106977999210358,0.0991197004914284,0.100327998399735,0.106642000377178,293008,10664200,0.128428001701832,0.113913740217686,453073,
10,Binance Coin,BNB,2017-08-04 23:59:59,0.107755996286869,0.102698996663094,0.106684997677803,0.107493996620178,287621,10749400,0.152417401969433,0.123642998933792,917939.4,
11,Binance Coin,BNB,2017-08-05 23:59:59,0.144653007388115,0.107069998979568,0.10741800069809,0.128870993852615,542878,12887100,0.182991203665733,0.147534799575806,1475479.2,
12,Binance Coin,BNB,2017-08-06 23:59:59,0.132988005876541,0.12737999856472,0.129292994737625,0.130998998880386,393681,13099900,0.224055802822113,0.175131198763847,2190517.6,
13,Binance Coin,BNB,2017-08-07 23:59:59,0.149764999747276,0.133300006389618,0.133957996964455,0.148847997188568,748177,14884800,0.279388999938965,0.211868596076965,2994565.4,
14,Binance Coin,BNB,2017-08-08 23:59:59,0.226925000548363,0.14776599407196,0.148998007178307,0.224420994520187,2617340,22442100,0.344634398818016,0.252726393938065,3861082,
15,Binance Coin,BNB,2017-08-09 23:59:59,0.260625004768372,0.222157999873161,0.224748000502586,0.242911994457245,3075320,24291200,0.503777396678925,0.31237119436264,6108034,
16,Binance Coin,BNB,2017-08-10 23:59:59,0.349976003170013,0.245051994919777,0.251827001571655,0.349079012870789,4118070,34907900,0.744330394268036,0.415092399716377,15832590,
17,Binance Coin,BNB,2017-08-11 23:59:59,0.4096539914608,0.31106698513031,0.348785012960434,0.392571985721588,4413920,39257200,0.950119185447693,0.550756394863129,18973856,
18,Binance Coin,BNB,2017-08-12 23:59:59,0.475991994142532,0.337588995695114,0.392192989587784,0.446364998817444,5080760,44636500,1.15873239636421,0.704281008243561,24363692,
19,Binance Coin,BNB,2017-08-13 23:59:59,1.02263998985291,0.44598999619484,0.44598999619484,0.876828014850617,13852100,87682800,1.4857959985733,0.901491206884384,35606840,
20,Binance Coin,BNB,2017-08-14 23:59:59,1.46338999271393,0.735764026641846,0.872918009757996,1.29557001590729,51698100,129557000,1.83209202289581,1.19123321771622,46646020,
21,Binance Coin,BNB,2017-08-15 23:59:59,1.3789199590683,0.923371970653534,1.32709002494812,1.05655002593994,19824400,105655000,2.0062940120697,1.40806840658188,44984660,
22,Binance Coin,BNB,2017-08-16 23:59:59,1.4527200460434,1.07869005203247,1.11968994140625,1.43724000453949,31363100,143724000,2.26839802265167,1.63855800628662,54089860,
23,Binance Coin,BNB,2017-08-17 23:59:59,2.11131000518799,1.32363998889923,1.43696999549866,1.96714997291565,61296500,196715000,2.55963802337647,1.90896997451782,62217360,
24,Binance Coin,BNB,2017-08-18 23:59:59,2.75412011146545,1.894700050354,1.92518997192383,2.38400006294251,69048000,238400000,2.6822660446167,2.08919999599457,60376320,
25,Binance Coin,BNB,2017-08-19 23:59:59,2.33439993858337,1.81993997097015,2.33439993858337,2.09336996078491,43391300,209337000,2.72253203392029,2.20505397319794,59551740,
26,Binance Coin,BNB,2017-08-20 23:59:59,2.68944001197815,2.07581996917725,2.10821008682251,2.50257992744446,65350400,250258000,2.78844604492188,2.29774198532105,59889560,
27,Binance Coin,BNB,2017-08-21 23:59:59,2.90892004966736,2.43074989318848,2.43074989318848,2.70110988616943,72000600,270111000,2.79655203819275,2.36069197654724,56815000,
28,Binance Coin,BNB,2017-08-22 23:59:59,2.72445011138916,2.22479009628296,2.72445011138916,2.48527002334595,52091300,248527000,2.72253603935242,2.26665399074554,47753020,
29,Binance Coin,BNB,2017-08-23 23:59:59,2.9554500579834,2.47396993637085,2.47396993637085,2.58043003082275,64925100,258043000,2.64035601615906,2.19329996109009,40777740,
30,Binance Coin,BNB,2017-08-24 23:59:59,2.66396999359131,2.28338003158569,2.62736010551453,2.37931990623474,45080400,237932000,2.48275198936462,2.09106597900391,30875500,
31,Binance Coin,BNB,2017-08-25 23:59:59,2.72996997833252,2.39056992530823,2.39056992530823,2.49687004089355,49977600,249687000,2.415473985672,2.03233597278595,25933820,
32,Binance Coin,BNB,2017-08-26 23:59:59,2.5388400554657,1.96055996417999,2.53038001060486,2.16935992240906,26690700,216936000,2.34254999160767,1.97313396930695,20904300,
33,Binance Coin,BNB,2017-08-27 23:59:59,2.31354999542236,1.85801994800568,2.17997002601624,2.00518989562988,17214900,200519000,2.3164119720459,2.02031197547913,19609120,
34,Binance Coin,BNB,2017-08-28 23:59:59,2.16742992401123,1.96280002593994,2.0214900970459,2.04290008544922,15413900,204290000,2.33149995803833,2.07201197147369,20364280,
35,Binance Coin,BNB,2017-08-29 23:59:59,2.32757997512817,1.98973000049591,2.10625004768372,2.32757997512817,20372000,232758000,2.46786799430847,2.02394597530365,21880580,
36,Binance Coin,BNB,2017-08-30 23:59:59,2.36535000801086,2.09455990791321,2.28193998336792,2.35004997253418,24830000,235005000,2.40621199607849,1.91083397865295,20138580,
37,Binance Coin,BNB,2017-08-31 23:59:59,2.40814995765686,2.19644999504089,2.3282299041748,2.20378994941711,20214800,220379000,2.2484719991684,1.61452399492264,19187600,
38,Binance Coin,BNB,2017-09-01 23:59:59,2.38898992538452,2.11651992797852,2.20168995857239,2.3841700553894,20990700,238417000,1.9907320022583,1.32335839271545,17035394,
39,Binance Coin,BNB,2017-09-02 23:59:59,2.84927010536194,1.72247004508972,2.5,1.99267995357513,22995400,199268000,1.7471940279007,1.04715440273285,15693134,
40,Binance Coin,BNB,2017-09-03 23:59:59,2.01929998397827,1.42417001724243,1.92548000812531,1.5757999420166,11662000,157580000,1.47899401187897,0.894009399414063,14182514,
41,Binance Coin,BNB,2017-09-04 23:59:59,1.57665002346039,0.613009989261627,1.57665002346039,1.04956996440887,20075100,104957000,1.35592000484467,0.798495590686798,13824684,
42,Binance Coin,BNB,2017-09-05 23:59:59,1.11944997310638,0.740621984004974,1.03251004219055,0.973716020584106,9453770,97371600,1.24734599590302,0.848505795001984,10611966,
43,Binance Coin,BNB,2017-09-06 23:59:59,1.1713000535965,0.735499978065491,0.990521013736725,1.08614003658295,14279400,108614000,1.22400801181793,0.87085839509964,9372698,
44,Binance Coin,BNB,2017-09-07 23:59:59,1.5082700252533,0.956745028495789,1.03434002399445,1.36621999740601,15442300,136622000,1.2100879907608,0.904158401489258,7550254,
45,Binance Coin,BNB,2017-09-08 23:59:59,1.40392994880676,0.94660097360611,1.39804005622864,1.00682997703552,9872850,100683000,1.15008199214935,0.910335791110992,5904492,
46,Binance Coin,BNB,2017-09-09 23:59:59,1.03377997875214,0.863061010837555,1.00919997692108,0.989301025867462,4011510,98930100,1.07787599563599,0.897063791751862,4486062,
47,Binance Coin,BNB,2017-09-10 23:59:59,1.00276005268097,0.852384984493256,0.982078015804291,0.942158997058868,3257430,94215900,1.06115540266037,0.859147989749909,4310632,
48,Binance Coin,BNB,2017-09-11 23:59:59,1.10169994831085,0.90200001001358,0.949186027050018,1.02581000328064,5167180,102581000,1.03044679164886,0.794021987915039,4584282,
49,Binance Coin,BNB,2017-09-12 23:59:59,1.20824003219605,0.987631976604462,1.03348004817963,1.03568005561829,7213490,103568000,0.995546197891235,0.762844586372376,4116760,
50,Binance Coin,BNB,2017-09-13 23:59:59,1.04289996623993,0.880240976810455,1.04289996623993,0.937204003334045,2780700,93720400,0.916857588291168,0.712067186832428,2928790,
51,Binance Coin,BNB,2017-09-14 23:59:59,0.950177013874054,0.673482000827789,0.937870025634766,0.678784012794495,3134360,67878400,0.895683395862579,0.693539786338806,3116222,
52,Binance Coin,BNB,2017-09-15 23:59:59,0.849216997623444,0.526754975318909,0.683305025100708,0.799709022045136,4625680,79970900,0.887474393844605,0.716373991966248,3067034,
53,Binance Coin,BNB,2017-09-16 23:59:59,0.927196979522705,0.746113002300263,0.808055996894836,0.804198026657105,2829570,80419800,0.880907797813416,0.759758198261261,2649288,
54,Binance Coin,BNB,2017-09-17 23:59:59,0.814796984195709,0.733744978904724,0.80342298746109,0.789588987827301,1273640,78958900,0.851823401451111,0.747391796112061,2530982,
55,Binance Coin,BNB,2017-09-18 23:59:59,0.937029004096985,0.787603974342346,0.789565026760101,0.909201979637146,3717860,90920200,0.836894810199738,0.737294805049896,2696154,
56,Binance Coin,BNB,2017-09-19 23:59:59,0.90913200378418,0.787653028964996,0.907397985458374,0.802425026893616,2888420,80242500,0.804969012737274,0.721343004703522,2407798,
57,Binance Coin,BNB,2017-09-20 23:59:59,0.816384017467499,0.743676006793976,0.815032005310059,0.747889995574951,2536950,74789000,0.780812013149262,0.71105660200119,2310658,
58,Binance Coin,BNB,2017-09-21 23:59:59,0.781774997711182,0.68428099155426,0.76401299238205,0.702139973640442,2238040,70214000,0.80484881401062,0.716984605789185,2542312,
59,Binance Coin,BNB,2017-09-22 23:59:59,0.740154027938843,0.683260023593903,0.69887101650238,0.715892970561981,2099500,71589300,0.836510217189789,0.75197080373764,2786736,
60,Binance Coin,BNB,2017-09-23 23:59:59,0.777400016784668,0.707844972610474,0.717195987701416,0.770964980125427,2276080,77096500,0.928755414485931,0.786458396911621,4045640,
61,Binance Coin,BNB,2017-09-24 23:59:59,0.788347005844116,0.736221015453339,0.775803983211517,0.783267974853516,2402720,78326800,1.05988940000534,0.873905396461487,6379284,
62,Binance Coin,BNB,2017-09-25 23:59:59,0.936568021774292,0.773316025733948,0.784244000911713,0.917059004306793,3695220,91705900,1.1756159901619,0.953753197193146,7593594,
63,Binance Coin,BNB,2017-09-26 23:59:59,0.940082013607025,0.859211981296539,0.918922007083893,0.86074697971344,3460160,86074700,1.24984637498856,1.04469398260117,8093464,
64,Binance Coin,BNB,2017-09-27 23:59:59,1.20138001441956,0.855697989463806,0.855697989463806,1.14365994930267,8394020,114366000,1.36761996746063,1.12483158111572,9210152,
65,Binance Coin,BNB,2017-09-28 23:59:59,1.43306994438171,1.1450799703598,1.14842998981476,1.37787997722626,13944300,137788000,1.52391796112061,1.25637998580933,11404888,
66,Binance Coin,BNB,2017-09-29 23:59:59,1.36697995662689,1.13546001911163,1.36697995662689,1.26624000072479,8474270,126624000,1.64389395713806,1.36169400215149,11498328,
67,Binance Coin,BNB,2017-09-30 23:59:59,1.30771994590759,1.22801995277405,1.26999998092651,1.28357994556427,6194570,128358000,1.74199197292328,1.43813400268555,11249024,
